Sample_Name	Boulder_Height_m
C2-Boulder2--972	0.747758040318031
C2-Boulder2--973	0.772177395859061
C2-Boulder2--974	0.765654636450595
C2-Boulder2--975	0.771090676037249
C2-Boulder2--976	0.731075649723305
C2-Boulder2--977	0.76761123852507
C2-Boulder2--978	0.726341159952854
C2-Boulder2--979	0.729713915172581
C2-Boulder2--980	0.753327561049719
C2-Boulder2--981	0.725707052708513
C2-Boulder2--982	0.762626840983409
C2-Boulder2--983	0.760929356468738
C2-Boulder2--984	0.764025997551915
C2-Boulder2--985	0.765956388791789
C2-Boulder2--986	0.72178761568495
C2-Boulder2--987	0.764499668711152
C2-Boulder2--988	0.740643636120143
C2-Boulder2--989	0.726014329338242
C2-Boulder2--990	0.702629565547471
C2-Boulder2--991	0.738932339151027
C2-Boulder2--992	0.711612091552263
C2-Boulder2--993	0.78971882681116
C2-Boulder2--994	0.772250944338832
C2-Boulder2--995	0.709843428456005
C2-Boulder2--996	0.758829139531137
C2-Boulder2--997	0.749413467897651
C2-Boulder2--998	0.728882912968403
C2-Boulder2--999	0.724823588334049
C2-Boulder2--1000	0.729187280442729
C2-Boulder2--1	0.712974732832431
C2-Boulder2--2	0.78792137338173
C2-Boulder2--3	0.704415510168879
C2-Boulder2--4	0.767739733289434
C2-Boulder2--5	0.741330228275644
C2-Boulder2--6	0.783794241798988
C2-Boulder2--7	0.73079516274143
C2-Boulder2--8	0.758133664264626
C2-Boulder2--9	0.715509161434053
C2-Boulder2--10	0.750593544134313
C2-Boulder2--11	0.761987563256768
C2-Boulder2--12	0.770734867203976
C2-Boulder2--13	0.762638281347864
C2-Boulder2--14	0.737091727670194
C2-Boulder2--15	0.732564891143304
C2-Boulder2--16	0.74194304151002
C2-Boulder2--17	0.721928341505227
C2-Boulder2--18	0.767686108129248
C2-Boulder2--19	0.762768374170375
C2-Boulder2--20	0.781153640855571
C2-Boulder2--21	0.737806347205993
C2-Boulder2--22	0.734725670364488
C2-Boulder2--23	0.733300383495725
C2-Boulder2--24	0.779891948018161
C2-Boulder2--25	0.778992796693305
C2-Boulder2--26	0.738584640284303
C2-Boulder2--27	0.721673297865995
C2-Boulder2--28	0.728289344126175
C2-Boulder2--29	0.721517952434039
C2-Boulder2--30	0.757100043489959
C2-Boulder2--31	0.757612055231969
C2-Boulder2--32	0.709144902069459
C2-Boulder2--33	0.745406513950673
C2-Boulder2--34	0.772428107412558
C2-Boulder2--35	0.738071329203041
C2-Boulder2--36	0.743293520112088
C2-Boulder2--37	0.772668806143322
C2-Boulder2--38	0.766689476724525
C2-Boulder2--39	0.741863521121975
C2-Boulder2--40	0.807492204545259
C2-Boulder2--41	0.754169136676683
C2-Boulder2--42	0.761421927045644
C2-Boulder2--43	0.730704867798968
C2-Boulder2--44	0.765433672635556
C2-Boulder2--45	0.740955847503495
C2-Boulder2--46	0.738033796406285
C2-Boulder2--47	0.743464899297623
C2-Boulder2--48	0.766784800407327
C2-Boulder2--49	0.775858202163717
C2-Boulder2--50	0.720659712459201
C2-Boulder2--51	0.800199800407482
C2-Boulder2--52	0.748887909052953
C2-Boulder2--53	0.764019040436131
C2-Boulder2--54	0.725229653084608
C2-Boulder2--55	0.757294059754606
C2-Boulder2--56	0.735189236291091
C2-Boulder2--57	0.733016288631656
C2-Boulder2--58	0.750590290819434
C2-Boulder2--59	0.755070486738874
C2-Boulder2--60	0.749701518827837
C2-Boulder2--61	0.723944945752586
C2-Boulder2--62	0.78704499503149
C2-Boulder2--63	0.737379617398125
C2-Boulder2--64	0.747533392261051
C2-Boulder2--65	0.759607051594632
C2-Boulder2--66	0.750099426499293
C2-Boulder2--67	0.755957500761314
C2-Boulder2--68	0.775558469136857
C2-Boulder2--69	0.759635285052152
C2-Boulder2--70	0.737255493479777
C2-Boulder2--71	0.763955811769885
C2-Boulder2--72	0.778893776969491
C2-Boulder2--73	0.770090141883165
C2-Boulder2--74	0.746081513692745
C2-Boulder2--75	0.763410920775469
C2-Boulder2--76	0.774734175362202
C2-Boulder2--77	0.769361386698419
C2-Boulder2--78	0.777386645466212
C2-Boulder2--79	0.740869146239193
C2-Boulder2--80	0.769671016578329
C2-Boulder2--81	0.755437382386037
C2-Boulder2--82	0.742795825886212
C2-Boulder2--83	0.746495117223099
C2-Boulder2--84	0.772417972608111
C2-Boulder2--85	0.754145029869305
C2-Boulder2--86	0.744767465569109
C2-Boulder2--87	0.744649352925766
C2-Boulder2--88	0.781818411084724
C2-Boulder2--89	0.776225304785578
C2-Boulder2--90	0.761470768246644
C2-Boulder2--91	0.767405907441681
C2-Boulder2--92	0.722803797835371
C2-Boulder2--93	0.74807737932283
C2-Boulder2--94	0.73523267878665
C2-Boulder2--95	0.741459215952343
C2-Boulder2--96	0.742770896493686
C2-Boulder2--97	0.7434705476039
C2-Boulder2--98	0.776245411087444
C2-Boulder2--99	0.729626779641092
C2-Boulder2--100	0.727284575544413
C2-Boulder2--101	0.734395967266949
C2-Boulder2--102	0.763849392467658
C2-Boulder2--103	0.747023472984388
C2-Boulder2--104	0.739981806340662
C2-Boulder2--105	0.7620238639259
C2-Boulder2--106	0.717272770723977
C2-Boulder2--107	0.729389837254897
C2-Boulder2--108	0.744122218380825
C2-Boulder2--109	0.721682624026808
C2-Boulder2--110	0.725137897929284
C2-Boulder2--111	0.731856471679334
C2-Boulder2--112	0.722812179648988
C2-Boulder2--113	0.744303143617065
C2-Boulder2--114	0.749041906265385
C2-Boulder2--115	0.702988159181509
C2-Boulder2--116	0.750113344239326
C2-Boulder2--117	0.75550531824323
C2-Boulder2--118	0.748250358859833
C2-Boulder2--119	0.730688298108035
C2-Boulder2--120	0.732620523371231
C2-Boulder2--121	0.750919763670722
C2-Boulder2--122	0.750807494569285
C2-Boulder2--123	0.734585219218018
C2-Boulder2--124	0.750487510942651
C2-Boulder2--125	0.769716073161863
C2-Boulder2--126	0.706737743165468
C2-Boulder2--127	0.732836041496683
C2-Boulder2--128	0.771336600952906
C2-Boulder2--129	0.768836416730116
C2-Boulder2--130	0.728581818018571
C2-Boulder2--131	0.763552592964257
C2-Boulder2--132	0.736846947178833
C2-Boulder2--133	0.794273142374735
C2-Boulder2--134	0.712528670082099
C2-Boulder2--135	0.714066317860877
C2-Boulder2--136	0.729466356495254
C2-Boulder2--137	0.705601566587562
C2-Boulder2--138	0.780088924739498
C2-Boulder2--139	0.768229304374796
C2-Boulder2--140	0.794521835861599
C2-Boulder2--141	0.755362930049313
C2-Boulder2--142	0.736555210530585
C2-Boulder2--143	0.741917434349359
C2-Boulder2--144	0.75856298040298
C2-Boulder2--145	0.806685049242928
C2-Boulder2--146	0.737824322418129
C2-Boulder2--147	0.724173103724126
C2-Boulder2--148	0.713456569342462
C2-Boulder2--149	0.762255554046066
C2-Boulder2--150	0.752302618454546
C2-Boulder2--151	0.754151024882214
C2-Boulder2--152	0.746883194342692
C2-Boulder2--153	0.761224245010623
C2-Boulder2--154	0.737494272287884
C2-Boulder2--155	0.732480985435852
C2-Boulder2--156	0.77171514947292
C2-Boulder2--157	0.742900472429203
C2-Boulder2--158	0.754124322226413
C2-Boulder2--159	0.738016356716871
C2-Boulder2--160	0.731735004527379
C2-Boulder2--161	0.752454901860193
C2-Boulder2--162	0.757146888871297
C2-Boulder2--163	0.733758108714787
C2-Boulder2--164	0.724449601026684
C2-Boulder2--165	0.782038868078125
C2-Boulder2--166	0.754501759977889
C2-Boulder2--167	0.746471559502458
C2-Boulder2--168	0.762650503093664
C2-Boulder2--169	0.745928866537863
C2-Boulder2--170	0.727758233698609
C2-Boulder2--171	0.750083292634871
C2-Boulder2--172	0.749970216448723
C2-Boulder2--173	0.739215060959073
C2-Boulder2--174	0.744866486615586
C2-Boulder2--175	0.763357628116086
C2-Boulder2--176	0.741789693462977
C2-Boulder2--177	0.767218101913823
C2-Boulder2--178	0.788184958387014
C2-Boulder2--179	0.729236597932153
C2-Boulder2--180	0.73305618496899
C2-Boulder2--181	0.740985360343831
C2-Boulder2--182	0.768002720567045
C2-Boulder2--183	0.780133336101373
C2-Boulder2--184	0.788196412819682
C2-Boulder2--185	0.756594336648858
C2-Boulder2--186	0.741267591423905
C2-Boulder2--187	0.729262821697309
C2-Boulder2--188	0.723172611498386
C2-Boulder2--189	0.750290442401086
C2-Boulder2--190	0.762895427235883
C2-Boulder2--191	0.728580003090331
C2-Boulder2--192	0.777085641256773
C2-Boulder2--193	0.736841425297697
C2-Boulder2--194	0.747349620783493
C2-Boulder2--195	0.767571741434327
C2-Boulder2--196	0.767636359882079
C2-Boulder2--197	0.744327868069151
C2-Boulder2--198	0.741324015686079
C2-Boulder2--199	0.775724906556505
C2-Boulder2--200	0.764291332881961
C2-Boulder2--201	0.747183347047633
C2-Boulder2--202	0.766511889904329
C2-Boulder2--203	0.751921814822623
C2-Boulder2--204	0.76271564486513
C2-Boulder2--205	0.773020624749817
C2-Boulder2--206	0.756338972538503
C2-Boulder2--207	0.780958862665351
C2-Boulder2--208	0.731529982673771
C2-Boulder2--209	0.746486988697455
C2-Boulder2--210	0.760638677013559
C2-Boulder2--211	0.772374519345172
C2-Boulder2--212	0.727189606660938
C2-Boulder2--213	0.755094198386949
C2-Boulder2--214	0.757769096692961
C2-Boulder2--215	0.727372485540624
C2-Boulder2--216	0.781977076769461
C2-Boulder2--217	0.73067033496246
C2-Boulder2--218	0.769795202542747
C2-Boulder2--219	0.752435007188318
C2-Boulder2--220	0.760926755684718
C2-Boulder2--221	0.756591757376092
C2-Boulder2--222	0.739559436901365
C2-Boulder2--223	0.729816337246835
C2-Boulder2--224	0.757753226276989
C2-Boulder2--225	0.735580096925683
C2-Boulder2--226	0.742822367174897
C2-Boulder2--227	0.754676484343091
C2-Boulder2--228	0.735014841347893
C2-Boulder2--229	0.761638898403842
C2-Boulder2--230	0.752373746039983
C2-Boulder2--231	0.739565194732958
C2-Boulder2--232	0.777485588507751
C2-Boulder2--233	0.736115161498919
C2-Boulder2--234	0.783604746579684
C2-Boulder2--235	0.764301203403289
C2-Boulder2--236	0.733510969319139
C2-Boulder2--237	0.78725782644227
C2-Boulder2--238	0.763621813044127
C2-Boulder2--239	0.727463721288288
C2-Boulder2--240	0.750369634893947
C2-Boulder2--241	0.723360019125461
C2-Boulder2--242	0.766834272101576
C2-Boulder2--243	0.770865249462356
C2-Boulder2--244	0.737947099616984
C2-Boulder2--245	0.738407825572481
C2-Boulder2--246	0.787148033526505
C2-Boulder2--247	0.745113920603517
C2-Boulder2--248	0.766289790309218
C2-Boulder2--249	0.763389002255446
C2-Boulder2--250	0.747323479118665
C2-Boulder2--251	0.729355299502064
C2-Boulder2--252	0.741004028704913
C2-Boulder2--253	0.752927661346402
C2-Boulder2--254	0.738322240620704
C2-Boulder2--255	0.773741608811454
C2-Boulder2--256	0.751566872258138
C2-Boulder2--257	0.726326307784901
C2-Boulder2--258	0.73521506577392
C2-Boulder2--259	0.761934651546838
C2-Boulder2--260	0.770148098548536
C2-Boulder2--261	0.730190529398405
C2-Boulder2--262	0.736747207273507
C2-Boulder2--263	0.780076588700733
C2-Boulder2--264	0.725247632825929
C2-Boulder2--265	0.711726808420699
C2-Boulder2--266	0.740001228780439
C2-Boulder2--267	0.782396062891782
C2-Boulder2--268	0.75246807878019
C2-Boulder2--269	0.760854312861558
C2-Boulder2--270	0.728983243921004
C2-Boulder2--271	0.757653454756259
C2-Boulder2--272	0.747820203189882
C2-Boulder2--273	0.72868664064848
C2-Boulder2--274	0.739368967264484
C2-Boulder2--275	0.705499335028262
C2-Boulder2--276	0.743941734346803
C2-Boulder2--277	0.762897143643566
C2-Boulder2--278	0.803511959235604
C2-Boulder2--279	0.738177073709808
C2-Boulder2--280	0.794890339403329
C2-Boulder2--281	0.767492302967781
C2-Boulder2--282	0.738422143037724
C2-Boulder2--283	0.779334840718339
C2-Boulder2--284	0.736342509234534
C2-Boulder2--285	0.748781030850826
C2-Boulder2--286	0.72603419409584
C2-Boulder2--287	0.778929095360805
C2-Boulder2--288	0.728493007727916
C2-Boulder2--289	0.789077703007461
C2-Boulder2--290	0.748465255883757
C2-Boulder2--291	0.772467036236891
C2-Boulder2--292	0.736728988420214
C2-Boulder2--293	0.777014422477179
C2-Boulder2--294	0.75886648263753
C2-Boulder2--295	0.773739199377326
C2-Boulder2--296	0.748679957442627
C2-Boulder2--297	0.736257268707388
C2-Boulder2--298	0.754877448889181
C2-Boulder2--299	0.73988537908602
C2-Boulder2--300	0.716331574383265
C2-Boulder2--301	0.736639154218481
C2-Boulder2--302	0.741339396778362
C2-Boulder2--303	0.757361500605905
C2-Boulder2--304	0.738197981494322
C2-Boulder2--305	0.794709457436209
C2-Boulder2--306	0.763222743991361
C2-Boulder2--307	0.74138797576464
C2-Boulder2--308	0.772399803003549
C2-Boulder2--309	0.761298964546869
C2-Boulder2--310	0.751499669935735
C2-Boulder2--311	0.748148495691783
C2-Boulder2--312	0.737615878152429
C2-Boulder2--313	0.742331320952622
C2-Boulder2--314	0.750851935648706
C2-Boulder2--315	0.75942862268532
C2-Boulder2--316	0.765952183878008
C2-Boulder2--317	0.76946625500589
C2-Boulder2--318	0.773361470843178
C2-Boulder2--319	0.73446045520491
C2-Boulder2--320	0.755417939943271
C2-Boulder2--321	0.783410317585292
C2-Boulder2--322	0.72102786119058
C2-Boulder2--323	0.718866546304185
C2-Boulder2--324	0.794411270098832
C2-Boulder2--325	0.769967346769869
C2-Boulder2--326	0.760047964956426
C2-Boulder2--327	0.742786857318229
C2-Boulder2--328	0.754406823072139
C2-Boulder2--329	0.731983809847266
C2-Boulder2--330	0.717263666257983
C2-Boulder2--331	0.788871592970088
C2-Boulder2--332	0.725899007239188
C2-Boulder2--333	0.723500179326513
C2-Boulder2--334	0.757699591119767
C2-Boulder2--335	0.72330420949969
C2-Boulder2--336	0.752123143248147
C2-Boulder2--337	0.746586887862445
C2-Boulder2--338	0.749980335372049
C2-Boulder2--339	0.735969432521617
C2-Boulder2--340	0.743690426254861
C2-Boulder2--341	0.717895262654974
C2-Boulder2--342	0.75600891594823
C2-Boulder2--343	0.740895755730378
C2-Boulder2--344	0.769821387371359
C2-Boulder2--345	0.744092442750138
C2-Boulder2--346	0.772488439194178
C2-Boulder2--347	0.751602364644261
C2-Boulder2--348	0.749142840147165
C2-Boulder2--349	0.742108247617538
C2-Boulder2--350	0.782974427067659
C2-Boulder2--351	0.75253954192139
C2-Boulder2--352	0.748241111198349
C2-Boulder2--353	0.722811987121513
C2-Boulder2--354	0.773991542622734
C2-Boulder2--355	0.734806722061999
C2-Boulder2--356	0.736206649289404
C2-Boulder2--357	0.790754974558967
C2-Boulder2--358	0.714077352047098
C2-Boulder2--359	0.703056590340515
C2-Boulder2--360	0.739123656921467
C2-Boulder2--361	0.764195259227683
C2-Boulder2--362	0.746650281083145
C2-Boulder2--363	0.767253919326836
C2-Boulder2--364	0.71850595160034
C2-Boulder2--365	0.745004897394275
C2-Boulder2--366	0.74249875597872
C2-Boulder2--367	0.765125792282348
C2-Boulder2--368	0.749909429974158
C2-Boulder2--369	0.760710968490621
C2-Boulder2--370	0.769911172445742
C2-Boulder2--371	0.730036851252092
C2-Boulder2--372	0.748524380373372
C2-Boulder2--373	0.763412043601334
C2-Boulder2--374	0.720572005064072
C2-Boulder2--375	0.796867623400693
C2-Boulder2--376	0.740377131194481
C2-Boulder2--377	0.760938193340262
C2-Boulder2--378	0.769820742440428
C2-Boulder2--379	0.760115652402719
C2-Boulder2--380	0.759329750641232
C2-Boulder2--381	0.727848682906117
C2-Boulder2--382	0.755053667581993
C2-Boulder2--383	0.751017011961268
C2-Boulder2--384	0.741681252856927
C2-Boulder2--385	0.729565033926597
C2-Boulder2--386	0.751521428637983
C2-Boulder2--387	0.761495513639013
C2-Boulder2--388	0.720692516359151
C2-Boulder2--389	0.735222490872302
C2-Boulder2--390	0.746945002066356
C2-Boulder2--391	0.788248317608619
C2-Boulder2--392	0.716575178018763
C2-Boulder2--393	0.741028059129069
C2-Boulder2--394	0.778240192033229
C2-Boulder2--395	0.773858753787116
C2-Boulder2--396	0.775451571049123
C2-Boulder2--397	0.781008211138165
C2-Boulder2--398	0.732087726462739
C2-Boulder2--399	0.75132263153574
C2-Boulder2--400	0.759641757269431
C2-Boulder2--401	0.731305856560218
C2-Boulder2--402	0.743061056702112
C2-Boulder2--403	0.750901283422237
C2-Boulder2--404	0.737296880770552
C2-Boulder2--405	0.758980990208972
C2-Boulder2--406	0.740171050871161
C2-Boulder2--407	0.757636625720359
C2-Boulder2--408	0.781483740787119
C2-Boulder2--409	0.776107056757011
C2-Boulder2--410	0.74076799557126
C2-Boulder2--411	0.765959996315344
C2-Boulder2--412	0.743369321768235
C2-Boulder2--413	0.752406124388159
C2-Boulder2--414	0.744311907873053
C2-Boulder2--415	0.740861212775057
C2-Boulder2--416	0.74825436860467
C2-Boulder2--417	0.749649053542141
C2-Boulder2--418	0.766466006275535
C2-Boulder2--419	0.749592470904271
C2-Boulder2--420	0.723391549177132
C2-Boulder2--421	0.738259146815443
C2-Boulder2--422	0.773803451839633
C2-Boulder2--423	0.751643635790289
C2-Boulder2--424	0.71865980471817
C2-Boulder2--425	0.751643921983654
C2-Boulder2--426	0.754252495434812
C2-Boulder2--427	0.755155407362773
C2-Boulder2--428	0.725889611527648
C2-Boulder2--429	0.748245202706212
C2-Boulder2--430	0.739572959462462
C2-Boulder2--431	0.75576483984142
C2-Boulder2--432	0.739580444224451
C2-Boulder2--433	0.74811790000183
C2-Boulder2--434	0.770673299666349
C2-Boulder2--435	0.737620135784039
C2-Boulder2--436	0.78204764952753
C2-Boulder2--437	0.797541484779887
C2-Boulder2--438	0.714813356643048
C2-Boulder2--439	0.749879120806579
C2-Boulder2--440	0.74388752868441
C2-Boulder2--441	0.757262470606104
C2-Boulder2--442	0.741051713531673
C2-Boulder2--443	0.757320367061986
C2-Boulder2--444	0.774219948030075
C2-Boulder2--445	0.724331995381099
C2-Boulder2--446	0.802392667863593
C2-Boulder2--447	0.746020397818428
C2-Boulder2--448	0.7687240035497
C2-Boulder2--449	0.738655131134999
C2-Boulder2--450	0.759874939067001
C2-Boulder2--451	0.773928790739868
C2-Boulder2--452	0.735411615684813
C2-Boulder2--453	0.755474929690707
C2-Boulder2--454	0.736131185104319
C2-Boulder2--455	0.72389038263623
C2-Boulder2--456	0.765360939472365
C2-Boulder2--457	0.730559236547828
C2-Boulder2--458	0.75688912725101
C2-Boulder2--459	0.753990655904244
C2-Boulder2--460	0.744952465213267
C2-Boulder2--461	0.759209160722604
C2-Boulder2--462	0.702789790326435
C2-Boulder2--463	0.739675889107433
C2-Boulder2--464	0.763070023073897
C2-Boulder2--465	0.740433766817011
C2-Boulder2--466	0.717364748622909
C2-Boulder2--467	0.714379524108446
C2-Boulder2--468	0.713802418611133
C2-Boulder2--469	0.74960569745956
C2-Boulder2--470	0.741285376133648
C2-Boulder2--471	0.735717756210457
C2-Boulder2--472	0.747554150762381
C2-Boulder2--473	0.741353747198849
C2-Boulder2--474	0.732781562788418
C2-Boulder2--475	0.756169406891071
C2-Boulder2--476	0.762664743876321
C2-Boulder2--477	0.72572932870087
C2-Boulder2--478	0.765457742554843
C2-Boulder2--479	0.740644786750484
C2-Boulder2--480	0.741465708427637
C2-Boulder2--481	0.742694061963136
C2-Boulder2--482	0.747600343557504
C2-Boulder2--483	0.740814380881256
C2-Boulder2--484	0.737583073330371
C2-Boulder2--485	0.723099304917139
C2-Boulder2--486	0.756782667824582
C2-Boulder2--487	0.795590600973358
C2-Boulder2--488	0.775375419851923
C2-Boulder2--489	0.724633287503421
C2-Boulder2--490	0.748477655866377
C2-Boulder2--491	0.762440559750179
C2-Boulder2--492	0.761253919071246
C2-Boulder2--493	0.76934926999375
C2-Boulder2--494	0.728180550028443
